basename,deepest_name,names
295_20210804223202_33653,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200728234639_5415,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
170_20200725021504_4817_t,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
126_20200809010911_35414,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200721153938_26912,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200808030025_17302,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200728234639_5411,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
243_20210802020909_27330,Diptera,"['Insecta', 'Animalia', 'Diptera']"
102_20200628004321_26340,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
148_20200627033303_8755,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200715165926_1215_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200810000545_5642_t,Hydroptilidae,"['Insecta', 'Animalia', 'Trichoptera', 'Hydroptilidae']"
126_20200808001011_20410,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
169_20200624034954_40021,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
126_20200809010911_35493,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200709005830_34348,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200721152752_29979,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
280_20210821224922_6983,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
174_20200717161346_29188,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200811230959_18695,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
249_20210801031304_23947,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
249_20210825005444_3278,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
192_20200722171634_36203,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
124_20200805094211_42250,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200719230541_13025,Diptera,"['Insecta', 'Animalia', 'Diptera']"
148_20200622014049_6913,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
126_20200801023619_32756,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200717221637_21969,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721131816_405,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200708020238_8703,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
124_20200804150814_213,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200715014948_4033,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200820221008_4788,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200614010227_12787,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210811024036_34258,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200817015915_36995,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200810000545_5719_t,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
290_20210801004134_42368,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
174_20200719224924_24699,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200809024853_32209,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200725065917_38679,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
185_20200810035307_33528,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
271_20210916204906_862_t,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
120_20200625034445_2626,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200712002413_36980,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722090027_28528,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17653,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200623084757_13078,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200811013033_1275,Insecta,"['Insecta', 'Animalia']"
192_20200721171515_16240,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
120_20200626010824_41915,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
290_20210725063923_28602,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200721201113_41074,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
149_20200622001911_19143,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200604102304_34229,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210804050644_21649,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
108_20200810225021_11949,Diptera,"['Insecta', 'Animalia', 'Diptera']"
149_20200628001909_3202,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
157_20200709011459_13313,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200714210351_1034,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210915041634_11134,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
178_20200618003626_9170,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
192_20200715002421_21144,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200804020431_12592,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
246_20210821004057_7721,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200809024112_20857,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200725054003_5234_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200715002421_21095,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200725154548_13800,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618011145_15075,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200725213207_26787,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200725054003_5474_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
111_20200618031907_11632,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
118_20200805002312_6008,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200723161615_6138,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200809000619_4424_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
272_20210824045952_1968,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
153_20200623020631_25227,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
191_20200811025644_24113,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
192_20200715165926_1119_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200809024853_32150,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200723132225_159,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
283_20210819022045_36100,Diptera,"['Insecta', 'Animalia', 'Diptera']"
271_20210908223246_2290,Diptera,"['Insecta', 'Animalia', 'Diptera']"
196_20200810232553_1718,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200724012909_33465,Diptera,"['Insecta', 'Animalia', 'Diptera']"
150_20200615031850_30201,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200813000842_16974,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210725043322_14544,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
214_20210910014401_30845,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
108_20200810013759_37368,Diptera,"['Insecta', 'Animalia', 'Diptera']"
178_20200703002934_9552,Plutellidae,"['Plutellidae', 'Insecta', 'Animalia', 'Lepidoptera']"
163_20200627033515_34026,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
170_20200809015753_17025,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618011145_14647,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722090027_28518,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210811022225_4969_t,Diptera,"['Insecta', 'Animalia', 'Diptera']"
252_20210730052237_24507,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
290_20210825005734_14552,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
174_20200731001026_33_t,Animalia,['Animalia']
149_20200708034742_2373_t,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
126_20200719010227_15318,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200714203210_164_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
172_20200820004609_18649,Baetidae,"['Ephemeroptera', 'Insecta', 'Animalia', 'Baetidae']"
178_20200618011145_14750,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200721135340_23782,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36450,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200807032528_27271,Insecta,"['Insecta', 'Animalia']"
178_20200618003626_8907,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815021826_3669,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
149_20200708033257_39393,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
157_20200714025254_23542,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
294_20210814023615_30821,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
157_20200709011459_13303,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
112_20200614073301_11162,Insecta,"['Insecta', 'Animalia']"
192_20200722171634_36512,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
274_20210902013923_14575,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200723161615_6615,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
108_20200809235213_5632,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
251_20210905012647_3268_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
287_20210824000908_24762,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200723161615_6411,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
287_20210727013311_13109,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
294_20210815044959_1588,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
118_20200808225026_32062,Insecta,"['Insecta', 'Animalia']"
153_20200602004334_16246,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200623014020_23972,Insecta,"['Insecta', 'Animalia']"
192_20200724194326_17825,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200810000545_5612_t,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
103_20200724013941_37910,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
178_20200703002934_9548,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200731000817_20107,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
253_20210803061637_5353,Gastropoda,"['Animalia', 'Gastropoda']"
126_20200801023619_32677,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200808233933_776,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715002421_21359,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200621003949_718_t,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
175_20200801021727_19346,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
295_20210815021129_16524,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200809023105_9284,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200809015538_21870,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200813025844_29385,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210820215426_12811,Ceratopogonidae,"['Insecta', 'Animalia', 'Diptera', 'Ceratopogonidae']"
153_20200617171902_38264,Fanniidae,"['Fanniidae', 'Insecta', 'Animalia', 'Diptera']"
112_20200617003854_2597_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
175_20200808003515_29297,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
296_20210820222757_5036,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200715002421_21074,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200808030025_17365,Neuroptera,"['Insecta', 'Animalia', 'Neuroptera']"
196_20200816013928_5923,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
292_20210904041405_41207,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
126_20200808001011_20380,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
169_20200624034954_40011,Diptera,"['Insecta', 'Animalia', 'Diptera']"
244_20210924005850_42333,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
103_20200727021940_24799,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200626013637_1960_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200724112811_1709_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200814034644_30670,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
192_20200715002421_21294,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
169_20200621034120_16720,Insecta,"['Insecta', 'Animalia']"
126_20200713022827_38532,Insecta,"['Insecta', 'Animalia']"
153_20200617171902_38280,Insecta,"['Insecta', 'Animalia']"
294_20210804051809_23795,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200721152752_29976,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200809015538_21806,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618003626_9221,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200720071558_41978,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17798,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
296_20210813233535_25043,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200809015538_21897,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200723132225_88,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722090027_28071,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210825010449_15686,Diptera,"['Insecta', 'Animalia', 'Diptera']"
126_20200821001050_239_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200714203210_190_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
274_20210820221922_32490,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
126_20200809024112_20954,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200611011734_2909_t,Insecta,"['Insecta', 'Animalia']"
174_20200716160539_9491,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
106_20200801031120_41347,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
273_20210806032937_23654,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200810232553_1768,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
121_20200522014720_27452,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
182_20200726234634_37028,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
153_20200620144324_270_t,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200722013152_11289,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17808,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200725010915_41153,Diptera,"['Insecta', 'Animalia', 'Diptera']"
170_20200801025103_1890,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200712222206_5597,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200602000929_18483,Formicidae,"['Hymenoptera', 'Insecta', 'Animalia', 'Formicidae']"
225_20210726112448_1360_t,Formicidae,"['Hymenoptera', 'Insecta', 'Animalia', 'Formicidae']"
174_20200724175821_3051_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200625023025_22680,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210922001611_29527,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
170_20200725010915_41181,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
268_20210914223136_22364,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
290_20210910224631_30548,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
179_20200617183408_33441,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
252_20210802034231_5627,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
261_20211010213234_39133,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
174_20200716160539_9517,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210804220129_30160,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
178_20200618003626_9163,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715002421_21215,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200627012324_5731,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200809015538_21823,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200725054003_5135_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
112_20200616025701_33754,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
215_20210801034927_4175_t,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
171_20200609133242_25404,Diptera,"['Insecta', 'Animalia', 'Diptera']"
174_20200725154548_13803,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724112811_1552_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
185_20200818231558_3066,Trichoptera,"['Insecta', 'Animalia', 'Trichoptera']"
294_20210814030236_41115,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
281_20210815001431_14104,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
126_20200801023619_32787,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200725054003_5335_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
290_20210910224147_18975,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200718013418_2465,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210917060830_14445,Parasitica indet.,"['Hymenoptera', 'Insecta', 'Animalia', 'Parasitica indet.']"
192_20200724112811_1644_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
288_20210803230601_40212,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
280_20210814053853_2390,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
169_20200621012852_6071,Insecta,"['Insecta', 'Animalia']"
168_20200606010753_23146,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
196_20200808233933_777,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200721131816_348,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200807032528_27305,Insecta,"['Insecta', 'Animalia']"
192_20200721201113_40937,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200709005830_34344,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200725100322_39894,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722090027_28349,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
261_20211010213234_39117,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
153_20200627034240_12215,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200720071558_41974,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
149_20200729000834_22522,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
118_20200827000312_31867,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
153_20200715231533_16590,Trichoptera,"['Insecta', 'Animalia', 'Trichoptera']"
196_20200814231016_10948,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200617002745_16932,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
296_20210814235721_13126,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
192_20200724194326_17731,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
103_20200727021940_24780,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722090027_28215,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36314,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
170_20200810004013_21606,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200731000817_20106,Trichoptera,"['Insecta', 'Animalia', 'Trichoptera']"
192_20200722171634_36210,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
106_20200808031223_8087,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200627012324_5780,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200627033303_8752,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
174_20200725065917_38739,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200809024853_32173,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200722013152_11265,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721131816_350,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
175_20200801021727_19335,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
172_20200808014243_35986,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
108_20200810230745_7899,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
276_20210807231105_9588,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
271_20210922010112_12397,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
124_20200804102711_41446,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200718225642_25267,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210918022012_28748,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
157_20200708023924_26088,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
295_20210827014135_41670,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200808233933_704,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200712222206_5556,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200722171634_36517,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200720202001_3536,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200627012324_5738,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210725042320_29344,Sepsidae,"['Insecta', 'Sepsidae', 'Animalia', 'Diptera']"
191_20200807233112_35912,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
141_20200725024731_3235,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
178_20200618011145_15197,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200602234244_14086,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200617002745_16941,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
163_20200627033515_34020,Corixidae,"['Insecta', 'Animalia', 'Hemiptera', 'Corixidae']"
149_20200708034742_2392_t,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
192_20200714210351_1181,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
